time,px,py,pz,wx,wy,wz,vx,vy,vz,qw,qx,qy,qz,aileron,elevator,thrust
1761535969.6256213,-13.339155528194173,-33.8636594033592,4.82657534374633,-0.1950985328376804,0.0236596335339261,-0.2234051592172654,8.528542976740715,-0.3104769521140237,-0.0365538060550753,-0.9998110190976294,-0.0391763524812772,0.0219712837150768,0.0201942522407284,-0.1040637493133544,-0.0497725866734981,0.486839234828949
1761535969.725628,-12.486240325543926,-33.93948735509274,4.855351212512574,-0.3106361841580883,0.0295681796761654,-0.1503686812842602,8.561873555972905,-0.255286644995459,-0.0336805215369779,-0.9998767160780412,-0.0273950801605406,0.0198875175325269,0.0337466953839882,-0.1753163635730743,-0.0439724288880825,0.487346887588501
1761535969.8255975,-11.63160693215091,-34.031783641974215,4.881917345088525,-0.3574538882497476,0.0340715732096326,-0.0305951025824259,8.588482937069795,-0.4027108910597206,-0.0316471753763408,-1.0002100264221818,-0.0098432829118773,0.0176138931767957,0.0345205767298846,-0.2040262818336486,-0.0397960096597671,0.487856775522232
1761535969.925624,-10.775567981408487,-34.14003778467962,4.9068313418801095,-0.3345718222491071,0.0361387094116233,-0.3025299115292254,8.622118362688244,-0.3695677504792109,-0.0289426656167422,-0.9998226871326572,0.0065653808494361,0.0152296484236372,0.0455207009949734,-0.177255317568779,-0.03854251652956,0.4883708655834198
1761535970.0258737,-9.91796527559961,-34.26100896823348,4.930478805003527,-0.3901264111369387,0.0368317685117824,0.0060609296855465,8.655912503592194,-0.3368061855560417,-0.0254277201581732,-0.999174157040168,0.0249052847474404,0.0125243457532633,0.0533495852243434,-0.2193898856639862,-0.0388654395937919,0.4888910353183746
1761535970.1257467,-9.058300824814554,-34.3904008353637,4.953006355829661,-0.347616163302172,0.0341364587748514,-0.1137623865105184,8.685770763608076,-0.3860205736792106,-0.0231766389413697,-0.9984965425352068,0.04320162059829,0.009829256808527,0.0547199512902778,-0.188025414943695,-0.0426465198397636,0.4894131124019623
1761535970.2256238,-8.196261829212164,-34.52527554151404,4.974696163292316,-0.343693626632415,0.0263598341627175,-0.0710535611695657,8.720468847352905,-0.2993352373705722,-0.0205334430738328,-0.9972356756878108,0.060151489685499,0.0076461887061974,0.0614410137636859,-0.1856996864080429,-0.0519116930663585,0.4899366199970245
1761535970.3255873,-7.3311199251026675,-34.66032270906636,4.995477223971262,-0.3131902835536749,0.0133302198918747,0.0521810520181422,8.751372214699177,-0.287245347083452,-0.0198015835209041,-0.996151125205542,0.0766542002961437,0.0056419878963663,0.0607407002845517,-0.1717604994773864,-0.0658419132232666,0.4904593229293823
1761535970.4257538,-6.462314616171893,-34.79117610866714,5.015476364041869,-0.2553470119441819,-7.188899334995447e-05,-0.0046569953602008,8.7822789105799,-0.2359249951533457,-0.0187924186007712,-0.9950205258955496,0.0906610258863204,0.0043913975610117,0.0599988919818081,-0.1364162266254425,-0.0802421122789383,0.4909831285476684
1761535970.525659,-5.589291910536102,-34.913203588419364,5.034590904050759,-0.219450186991063,-0.0181414725293409,0.115536579748314,8.812299275079127,-0.1607922621877208,-0.0191456390720118,-0.9940105549714736,0.1025050561442232,0.0039044331819237,0.057587652720279,-0.120537057518959,-0.0990239977836608,0.4915067851543426
1761535970.625656,-4.711674694234628,-35.02152230249531,5.05276781769845,-0.1480488205504923,-0.0338946270919178,0.1283903735321647,8.839878613392319,-0.1252899750785627,-0.020242427708388,-0.9933807281468092,0.1118747748245322,0.0039825706814712,0.0505161921925408,-0.0829235091805458,-0.1140688881278038,0.4920279383659363
1761535970.7256525,-3.829393809068786,-35.11215744605224,5.070104620334733,-0.0947836580484774,-0.0488888364693657,0.148757654203329,8.866396837311505,-0.0430468968913387,-0.0210808429231222,-0.9929791223206542,0.1179910888572347,0.0049731492188654,0.0439370808470951,-0.0550722144544124,-0.1290208250284195,0.4925518631935119
1761535970.8256516,-2.942610751398889,-35.18094010918109,5.0865483904804085,-0.038194392678622,-0.0609936935358554,0.2322789429630397,8.890878212980862,0.0137015509377764,-0.0226440703024008,-0.992960938035662,0.121354173097837,0.0064116182387848,0.0337385218786038,-0.0282167363911867,-0.1402700841426849,0.4930195212364197
1761535970.9257772,-2.0518950466242543,-35.224897001104395,5.102285542785742,0.0419724224646635,-0.0669243928436706,0.2078720123249947,8.913684170539366,0.0713627839017278,-0.0231924259626068,-0.9932740674938056,0.1213143176053937,0.0082524927236645,0.0222139697278469,0.0143023673444986,-0.1455400884151458,0.4936065971851349
1761535971.0279903,-1.1579625963985116,-35.240989946103575,5.117400291834192,0.0871985743001944,-0.0706600418959434,0.2758534173844416,8.934841079530248,0.1368628263585476,-0.0234074137370874,-0.993809743982672,0.118325597092155,0.0102774944564289,0.0098452153897184,0.0346217975020408,-0.1487057954072952,0.4940824508666992
1761535971.1265051,-0.2618643734982356,-35.227872848784344,5.132030358398576,0.1552729671684169,-0.0669727754712753,0.2628656451827879,8.954982046016733,0.1777239565236364,-0.0227892726828301,-0.9945072062828276,0.1124138762638528,0.0121207863529633,-0.0045264572142604,0.0691966339945793,-0.1447185575962066,0.494558572769165
1761535971.2256355,0.6353213609909398,-35.184486664467045,5.146357795698831,0.2070550942851697,-0.0596337906913075,0.2782008425670178,8.973565439198259,0.2395780801548994,-0.0211864538273195,-0.9953009989739434,0.1034189649921261,0.0137530771975126,-0.0180344860612064,0.0942492857575416,-0.1373576372861862,0.4951010346412658
1761535971.3256304,1.5324734751416065,-35.110500349323935,5.160472353652879,0.2469418524869644,-0.0498107365471625,0.3003646308418845,8.99214002901578,0.2665286502947172,-0.0190852906313263,-0.9959751112194292,0.0922731669821884,0.0147505161954282,-0.0333523447701587,0.112701267004013,-0.1277926713228225,0.4955886900424957
1761535971.4257247,2.428618382145165,-35.00715746570532,5.174552044746704,0.2902546636673668,-0.0358278522095381,0.2624322036063954,9.010038411447423,0.298795845218677,-0.015610920447421,-0.9965345023645472,0.0788421913292541,0.0151008055244476,-0.0475810504736577,0.1348061114549636,-0.1147585809230804,0.4961429238319397
1761535971.5255759,3.3229851702604885,-34.87584671969367,5.188614268030056,0.3123229210332912,-0.0220275362040762,0.2772517805096089,9.027867862494237,0.3231323848163558,-0.0120322514607157,-0.9968495859309712,0.0638611509069816,0.0147245761889322,-0.0613039537727936,0.1444251090288162,-0.101924642920494,0.4967048168182373
1761535971.625562,4.215085406175202,-34.71895227354725,5.202710297188475,0.3308324022662755,-0.0076788144152713,0.2475665220570879,9.04641610845001,0.3216046609443773,-0.0077532630924292,-0.996811936243854,0.0479569995690465,0.0136034782673717,-0.0749364332158248,0.153616189956665,-0.0890554189682006,0.4972712099552154
1761535971.7257583,5.104805366869896,-34.53958850941762,5.216831090398796,0.3815275188818537,0.0019441661983979,0.1407578721921417,9.06388768339676,0.3467256701757095,-0.0043732014381687,-0.9966720915389884,0.0303738056581715,0.011874208897047,-0.0853846064529383,0.1808252781629562,-0.0807392224669456,0.4977818131446838
1761535971.8256683,5.992256731142732,-34.34103285868133,5.231039960464668,0.2735609110217247,0.0090228587218598,0.4160388247036821,9.084685154682193,0.2675490095745065,0.0002745057382964,-0.9956858151032554,0.0163254103880339,0.0099789385001946,-0.0997301324594256,0.1194593161344528,-0.0750065222382545,0.4984272122383117
1761535971.9259815,6.878185255649389,-34.127754800087175,5.245113598410292,0.3893218466467911,0.01349423803391,-0.1654811156031705,9.103484831173237,0.2540208163412001,0.0032291210999923,-0.9950969713884202,4.052313700436288e-05,0.0075418187449674,-0.1068305678671419,0.1933382302522659,-0.07123314589262,0.4989519119262695
1761535972.0260515,7.763258547806398,-33.903565215470444,5.259100328828098,0.2316485625418491,0.0106030612309057,0.3164827470874259,9.1166308069599,0.3751390911177351,0.0033776040132704,-0.995004114029408,-0.0160087178695229,0.0052780482975777,-0.1065883861085617,0.0981521904468536,-0.0741708874702453,0.4995489716529846
1761535972.126048,8.647550165221864,-33.66966633292432,5.2734402307479815,0.2111259879767866,0.0067971577780157,0.1740911025886359,9.140369537369178,0.0872843204766427,0.0062594406177546,-0.9925887614637002,-0.0264264703798075,0.0039849939331594,-0.1253405042428562,0.0935672521591186,-0.0781770274043083,0.5000885725021362
1761535972.2264183,9.53317314692948,-33.43449109638909,5.287769159509972,0.2477020783265761,-0.0031317433602021,-0.2542884500011322,9.1538216821188,0.2301983430296049,0.0049240186204333,-0.993183075357016,-0.0393700363197046,0.0020617336468769,-0.1169574748958873,0.1267925947904586,-0.086946353316307,0.5007798671722412
1761535972.3256793,10.420253797437748,-33.199062439086745,5.302729834712666,0.1242540639180018,-0.0058208306070915,0.3181347848711067,9.169045822107114,0.176348023673702,0.0056811368918681,-0.9924064972899188,-0.0481566408968089,0.0014127240136626,-0.1202028540379853,0.0466494970023632,-0.0896453782916069,0.501341700553894
1761535972.425788,11.30938467676378,-32.96622616831393,5.318446753390311,0.135557560120436,-0.024990137576039,-0.1802140252619854,9.183415360531626,-0.010228669321258,0.0035394141628437,-0.9913163226008256,-0.0543835617387589,0.001722133694243,-0.1263531912304135,0.0695905238389968,-0.1065864786505699,0.5019933581352234
1761535972.5256987,12.201976199788657,-32.742340172340754,5.335132204392711,0.0597794477709187,-0.0298099906640988,-0.1086008458571205,9.192857694893686,0.1259345833357861,0.0014950315732711,-0.9924873154591418,-0.060155734913994,0.0017892703421324,-0.1138906747629643,0.0313004776835441,-0.1104354113340377,0.5026577711105347
1761535972.626125,13.097554340165663,-32.52698677911606,5.353568404822423,-0.1849295066036702,-0.0348623007665389,0.2266660128642392,9.201448816709972,-0.0681267821757967,0.0016406601241809,-0.9919171284926916,-0.0596845375738385,0.0037094649387155,-0.1189410668812898,-0.0998359248042106,-0.1149836629629135,0.502901554107666
1761535972.7256703,13.9971783031818,-32.32673116260991,5.37372227703888,-0.966058173462528,-0.0506930773189035,0.6381677745588034,9.172406602675505,-0.7685809120710699,-0.0174334420850411,-0.9898545014954356,-0.0307990319170746,0.010944438340806,-0.1439683880278004,-0.4799921810626983,-0.1253446638584137,0.5029155015945435
1761535972.8259313,14.902675444873434,-32.15972792154341,5.400813998141808,-0.9663004972278252,-0.0476933740690541,-0.7519226676193582,9.119814372175574,-1.1217401870900512,-0.0426581246856205,-0.9904686955419688,0.0166028297693065,0.0210216625520353,-0.1406396342800739,-0.4264934062957763,-0.1197344958782196,0.5029300451278687
1761535972.925707,15.811165165830015,-32.0295052682232,5.442718794046078,-1.113787202885607,-0.0259964923561352,-0.230839858156691,9.129944382080769,-0.7329575940063408,-0.0292668941460205,-0.9928179557592662,0.0655539983364369,0.0299782613891094,-0.1027807237911367,-0.5210710763931274,-0.102285087108612,0.5030049085617065
1761535973.025712,16.717937019454656,-31.918556225601375,5.499437472094022,-1.376374859102128,-0.0507134829109317,0.4950076487286861,9.0341917726838,-1.230184293582664,-0.0475244175213414,-0.9844396650814712,0.1291704443691704,0.0368920627540894,-0.1191827595885436,-0.6832529902458191,-0.1212361603975296,0.5031304955482483
1761535973.125703,17.6190453117454,-31.82173849405392,5.577533189602323,-0.6856418040029005,-0.0774139545943107,-1.431094898579202,8.992409976607973,-1.0231434393251753,-0.0392829267197949,-0.9781454872123908,0.1804274033687131,0.0498215773945682,-0.0974729331758787,-0.279958575963974,-0.1507645398378372,0.5032529234886169
1761535973.2264416,18.51109562216069,-31.721343094898053,5.672146344297139,-0.436877837342533,-0.2771130980563617,0.0839861710778308,8.978447358395767,0.187351297041111,-0.0482856765983603,-0.9770834489339172,0.1993176124055615,0.0707375493624301,-0.0429500088268784,-0.2196577787399292,-0.3437485694885254,0.5034396648406982
1761535973.3257139,19.389543081176317,-31.581203542041337,5.771446926020843,-0.5489020093967973,-0.3310476128987205,1.452742818144723,8.880030203268968,-0.583782275895661,-0.0868376012597153,-0.964364977349461,0.2317711129444968,0.0754185502459242,-0.1084312457677764,-0.3426705002784729,-0.3958061933517456,0.5035485625267029
1761535973.42609,20.250863719730297,-31.40215076371087,5.881481788451448,-0.0002392896712157,-0.2420157394359525,-1.1928745842830863,8.81381818914012,-0.1831821811192625,-0.0502399356831337,-0.9623166636765956,0.2371256834443191,0.0899164999809818,-0.1038097712822442,0.0498072430491447,-0.3224820792675018,0.5035960674285889
1761535973.5257506,21.09355770680357,-31.180528874321155,5.993098660230584,-0.3790411593470709,-0.4815161932330229,1.5985775523816246,8.729441369098037,0.3385111873800341,-0.1002477673347106,-0.9578034859436836,0.2456085342071487,0.1082757111492651,-0.1081073065887011,-0.2739264070987701,-0.5713123083114624,0.5036978721618652
1761535973.6256144,21.90903838230451,-30.898588409107557,6.104032487274384,0.1334879069619637,-0.3306015593380368,0.3092669191283583,8.636587632048197,-0.4554098073420384,-0.0995688846978385,-0.941838021123952,0.2606011093154191,0.1111370236486214,-0.1836023918084783,0.0608973801136016,-0.4233435094356537,0.5036850571632385
1761535973.725721,22.69618794230443,-30.566708672296816,6.217980675009145,-0.0236875710965241,-0.4168840943368456,-0.133351500763635,8.558357936404766,0.5395908478697952,-0.0917507015123746,-0.947216129156729,0.2454453245173128,0.1320835350621474,-0.1615702864775487,-0.0073306472040712,-0.5293759107589722,0.5037183165550232
1761535973.8257177,23.447948572752345,-30.17514492499164,6.325269474148514,-0.1373686335353696,-0.4764123066602011,2.0069954312892992,8.50010641800123,-0.0021134068446405,-0.1338563439876153,-0.9269980103296788,0.2603554199052972,0.1392733880917502,-0.2332631665339787,-0.1711949408054351,-0.6015360355377197,0.5037268400192261
1761535973.9257107,24.15816018628119,-29.725533560602265,6.431179916765891,0.3435842909289626,-0.3190203340968462,-0.7370643588948447,8.435711610367106,0.0346728280321273,-0.0952514664131585,-0.9196421231044408,0.2511346713558435,0.1467285509596377,-0.2656019707140907,0.2410060465335846,-0.4380761384963989,0.5036735534667969
1761535974.0258567,24.82731381680248,-29.22524891540074,6.531582424980459,-0.1652154879151283,-0.5225970769986695,1.5575993698158734,8.358758195067201,0.6468541979429112,-0.1327474692705563,-0.9164900605607184,0.2422705519003859,0.1641530636475726,-0.2743565651600357,-0.174211174249649,-0.6800512075424194,0.5036882162094116
